R_um,f_t0min,f_t10min,f_t20min,f_t30min,f_t40min,f_t50min,f_t60min
1.453191489361702082e+01,3.115853889976067634e-07,4.800149330042020468e-07,6.221147510988991227e-07,7.184728944555758403e-07,7.673237224014332858e-07,7.778492394717315868e-07,7.590983749102559024e-07
1.458185231539424187e+01,2.943541599408905350e-07,4.583067340122091762e-07,5.993307417951637683e-07,6.974183668613761890e-07,7.496847399540115265e-07,7.642040205609632377e-07,7.493449003852329125e-07
1.463178973717146292e+01,2.779025400453369845e-07,4.373138194402831462e-07,5.770479113375896280e-07,6.766190038274558086e-07,7.320956229541975954e-07,7.504717277758963549e-07,7.394319160000653404e-07
1.468172715894868574e+01,2.622068901388087531e-07,4.170280906265112308e-07,5.552720074017516408e-07,6.560876321325415783e-07,7.145701354356971107e-07,7.366635501581606325e-07,7.293668616527211748e-07
1.473166458072590679e+01,2.472435257085847877e-07,3.974406106456676789e-07,5.340078128209917194e-07,6.358364206850401112e-07,6.971217795725688409e-07,7.227907040371740940e-07,7.191573476618023003e-07
1.478160200250312784e+01,2.329887768142422942e-07,3.785416601061879016e-07,5.132591642950380030e-07,6.158768690057647518e-07,6.797637733914116173e-07,7.088644138572794815e-07,7.088111436244093648e-07
1.483153942428035066e+01,2.194190445558673189e-07,3.603207928728566533e-07,4.930289731632461670e-07,5.962197976525294393e-07,6.625090293445387438e-07,6.948958929681212134e-07,6.983361668479272624e-07
1.488147684605757171e+01,2.065108540891028519e-07,3.427668915213617390e-07,4.733192481133986842e-07,5.768753405858802471e-07,6.453701338045116491e-07,6.808963244328469868e-07,6.877404703814025782e-07
1.493141426783479275e+01,1.942409041936545962e-07,3.258682223401122112e-07,4.541311196927394771e-07,5.578529394677080383e-07,6.283593275367761511e-07,6.668768419090037592e-07,6.770322306738809479e-07
1.498135168961201380e+01,1.825861134160909899e-07,3.096124897044583568e-07,4.354648664844086984e-07,5.391613398770780580e-07,6.114884872032738741e-07,6.528485106570317254e-07,6.662197348886698913e-07
1.503128911138923662e+01,1.715236628210389745e-07,2.939868896586170244e-07,4.173199428096596653e-07,5.208085894204053016e-07,5.947691079458004446e-07,6.388223087310968545e-07,6.553113679040289922e-07
1.508122653316645767e+01,1.610310353972179029e-07,2.789781625511385345e-07,3.996950078142206964e-07,5.028020377060989005e-07,5.782122870935965304e-07,6.248091084065774439e-07,6.443155990322056337e-07
1.513116395494367872e+01,1.510860521761225917e-07,2.645726445805550604e-07,3.825879557958610201e-07,4.851483381470662339e-07,5.618287090351852434e-07,6.108196578979029794e-07,6.332409684900722880e-07
1.518110137672089976e+01,1.416669051315895794e-07,2.507563181188724328e-07,3.659959476296422955e-07,4.678534515479956105e-07,5.456286312898535164e-07,5.968645634195623594e-07,6.220960736558274232e-07
1.523103879849812259e+01,1.327521869379249918e-07,2.375148606917251828e-07,3.499154431474488874e-07,4.509226514281936292e-07,5.296218718094215192e-07,5.829542716420194192e-07,6.108895551473227067e-07
1.528097622027534364e+01,1.243209176727791145e-07,2.248336925052447847e-07,3.343422343291816919e-07,4.343605310249419971e-07,5.138177975360894093e-07,5.690990525929617448e-07,5.996300827585505187e-07
1.533091364205256468e+01,1.163525685585056835e-07,2.126980224209364280e-07,3.192714791644430735e-07,4.181710119168948546e-07,4.982253142372232008e-07,5.553089830527764831e-07,5.883263412916573621e-07
1.538085106382978573e+01,1.088270828423893326e-07,2.010928922910438474e-07,3.046977360456106744e-07,4.023573542019840007e-07,4.828528576329566460e-07,5.415939304914217648e-07,5.769870163225633370e-07
1.543078848560700855e+01,1.017248939218496486e-07,1.900032195779546255e-07,2.906149985558419241e-07,3.869221681596433727e-07,4.677083858274660778e-07,5.279635375919096312e-07,5.656207799388092040e-07
1.548072590738422960e+01,9.502694082559540552e-08,1.794138381921060557e-07,2.770167305187626533e-07,3.718674273229361727e-07,4.527993730497724832e-07,5.144272074034959113e-07,5.542362764886716335e-07
1.553066332916145065e+01,8.871468116570765433e-08,1.693095374935386360e-07,2.638959011803300663e-07,3.571944828823766579e-07,4.381328047049293269e-07,5.009940891653489820e-07,5.428421083808391216e-07
1.558060075093867347e+01,8.277010167883868871e-08,1.596750994126652344e-07,2.512450203975638777e-07,3.429040793398966465e-07,4.237151737315184038e-07,4.876730648389818157e-07,5.314468219740510633e-07
1.563053817271589452e+01,7.717572647712503105e-08,1.504953336559298096e-07,2.390561737134901155e-07,3.289963713285038474e-07,4.095524782565114877e-07,4.744727363850865473e-07,5.200588935960338650e-07
1.568047559449311557e+01,7.191462313109572733e-08,1.417551109717897729e-07,2.273210572026980509e-07,3.154709415107605801e-07,3.956502205337883875e-07,4.614014138176009142e-07,5.086867157308666990e-07
1.573041301627033661e+01,6.697040670784016914e-08,1.334393944618323873e-07,2.160310119773182588e-07,3.023268194672364330e-07,3.820134071479646270e-07,4.484671040649216558e-07,4.973385834135296112e-07
1.578035043804755944e+01,6.232724188801529993e-08,1.255332689307846626e-07,2.051770582489498225e-07,2.895625014845765112e-07,3.686465504606757968e-07,4.356775006651096243e-07,4.860226808698497792e-07
1.583028785982478048e+01,5.796984328497934005e-08,1.180219682776933057e-07,1.947499288480663510e-07,2.771759711517796160e-07,3.555536712721409455e-07,4.230399743187871163e-07,4.747470684393790626e-07
1.588022528160200153e+01,5.388347408846844786e-08,1.108909009385937063e-07,1.847401021086487288e-07,2.651647206726775107e-07,3.427383026666746902e-07,4.105615643201760724e-07,4.635196698178763538e-07
1.593016270337922258e+01,5.005394315383678494e-08,1.041256733985465582e-07,1.751378340322077095e-07,2.535257728024521573e-07,3.302034950068844236e-07,3.982489708834153733e-07,4.523482596550745638e-07
1.598010012515644540e+01,4.646760065599603590e-08,9.771211179797786862e-08,1.659331896519091984e-07,2.422557033162967967e-07,3.179518220375653322e-07,3.861085483779163836e-07,4.412404515422568814e-07
1.603003754693366645e+01,4.311133242486681752e-08,9.163628166480392113e-08,1.571160735241688848e-07,2.313506639190165202e-07,3.059853880568231536e-07,3.741462994831030379e-07,4.302036864228614570e-07
1.607997496871088927e+01,3.997255307643165051e-08,8.588450580985215361e-08,1.486762592818055724e-07,2.208064055054635352e-07,2.943058361087335954e-07,3.623678702694582114e-07,4.192452214579083148e-07
1.612991239048811209e+01,3.703919805040637673e-08,8.044338042859217607e-08,1.406034181895761506e-07,2.106183016831732262e-07,2.829143571488815644e-07,3.507785462093541338e-07,4.083721193764579242e-07
1.617984981226533137e+01,3.429971466215278399e-08,7.529978945717157568e-08,1.328871466496400097e-07,2.007813724704082730e-07,2.718117001314245428e-07,3.393832491177181432e-07,3.975912383396123475e-07
1.622978723404255419e+01,3.174305227279711029e-08,7.044091723521667393e-08,1.255169926111777040e-07,1.912903080850114227e-07,2.609981829639401077e-07,3.281865350192004435e-07,3.869092223447549018e-07
1.627972465581977701e+01,2.935865167762724087e-08,6.585425953180402611e-08,1.184824808449759766e-07,1.821394927419686996e-07,2.504737042741889938e-07,3.171925929351547900e-07,3.763324921947899128e-07
1.632966207759699628e+01,2.713643380874676818e-08,6.152763299444876999e-08,1.117731370502566601e-07,1.733230283803867126e-07,2.402377559311104914e-07,3.064052445804594048e-07,3.658672370551022619e-07
1.637959949937421911e+01,2.506678784372422513e-08,5.744918308391090456e-08,1.053785107673645912e-07,1.648347582436774845e-07,2.302894362608585646e-07,2.958279449570059636e-07,3.555194066188452482e-07
1.642953692115144193e+01,2.314055880760442708e-08,5.360739056008382412e-08,9.928819707607145528e-08,1.566682902400579022e-07,2.206274638974667113e-07,2.854637838275705402e-07,3.452947038989450064e-07
1.647947434292866120e+01,2.134903475118458066e-08,4.999107658623371155e-08,9.349185706520687110e-08,1.488170200140182313e-07,2.112501922068091266e-07,2.753154880507729522e-07,3.351985786629258501e-07
1.652941176470588402e+01,1.968393358394217912e-08,4.658940652041962181e-08,8.797923706506319072e-08,1.412741536631647235e-07,2.021556242219239157e-07,2.653854247549650120e-07,3.252362215243318396e-07
1.657934918648310330e+01,1.813738963544949086e-08,4.339189246404845039e-08,8.274018663950330882e-08,1.340327300387349422e-07,1.933414280274309516e-07,2.556756053261364465e-07,3.154125587021157262e-07
1.662928660826032612e+01,1.670194001455068964e-08,4.038839463824447142e-08,7.776467533993276537e-08,1.270856425721436266e-07,1.848049525307531252e-07,2.461876901823324125e-07,3.057322474569421642e-07
1.667922403003754894e+01,1.537051083104912959e-08,3.756912165905003122e-08,7.304280822825074188e-08,1.204256605740742573e-07,1.765432435581007207e-07,2.369229943046498931e-07,2.961996722108983330e-07
1.672916145181476821e+01,1.413640334015594722e-08,3.492462978244695725e-08,6.856484018055631655e-08,1.140454499568779275e-07,1.685530602136993913e-07,2.278824934926034094e-07,2.868189413546289715e-07
1.677909887359199104e+01,1.299328006552841519e-08,3.244582118982795561e-08,6.432118898775888638e-08,1.079375933353587298e-07,1.608308914415413026e-07,2.190668313095740594e-07,2.775938847434536227e-07
1.682903629536921386e+01,1.193515095238252002e-08,3.012394138386569339e-08,6.030244727329586845e-08,1.020946094653623759e-07,1.533729727299739839e-07,2.104763266821490931e-07,2.685280518815534116e-07
1.687897371714643313e+01,1.095635959791933416e-08,2.795057576375865018e-08,5.649939325190895981e-08,9.650897198394250375e-08,1.461753029007240172e-07,2.021109821154475367e-07,2.596247107908755403e-07
1.692891113892365595e+01,1.005156960217802088e-08,2.591764544760053219e-08,5.290300035686410677e-08,9.117312741922751171e-08,1.392336609254702086e-07,1.939704924850289530e-07,2.508868475590111356e-07
1.697884856070087878e+01,9.215751078427316242e-09,2.401740240814170235e-08,4.950444576610986530e-08,8.607951244241233987e-08,1.325436227147945647e-07,1.860542543646643345e-07,2.423171665579320843e-07
1.702878598247809805e+01,8.444167358343567965e-09,2.224242398651882320e-08,4.629511786066451933e-08,8.122057033855083534e-08,1.261005778262593049e-07,1.783613758481464534e-07,2.339180913231712363e-07
1.707872340425532087e+01,7.732361923511391870e-09,2.058560684664510540e-08,4.326662265100653908e-08,7.658876667700291174e-08,1.198997460404634389e-07,1.708906868224325865e-07,2.256917660808072394e-07
1.712866082603254014e+01,7.076145591225162241e-09,1.904016043089648821e-08,4.041078920940977105e-08,7.217660416645980604e-08,1.139361937561892797e-07,1.636407496487110009e-07,2.176400579074472582e-07
1.717859824780976297e+01,6.471583979172016244e-09,1.759959997552913244e-08,3.771967414803133409e-08,6.797663668343848970e-08,1.082048501581613605e-07,1.566098702075110307e-07,2.097645595063389724e-07
1.722853566958698579e+01,5.914985270351236071e-09,1.625773914193840475e-08,3.518556518412981393e-08,6.398148246696773893e-08,1.027005231134837317e-07,1.497961092636986927e-07,2.020665925807750566e-07
1.727847309136420506e+01,5.402888296523616744e-09,1.500868231744008602e-08,3.280098383506764891e-08,6.018383647587423249e-08,9.741791475546606342e-08,1.431972941071215994e-07,1.945472117840809815e-07
1.732841051314142788e+01,4.932050955599883330e-09,1.384681663674636476e-08,3.055868728675667010e-08,5.657648190861123764e-08,9.235163671630375672e-08,1.368110304247972896e-07,1.872072092237377780e-07
1.737834793491865071e+01,4.499438975663601520e-09,1.276680377273426893e-08,2.845166947993618281e-08,5.315230088893039447e-08,8.749622497289116087e-08,1.306347143608496936e-07,1.800471194955540639e-07
1.742828535669586998e+01,4.102215035782848110e-09,1.176357154248763855e-08,2.647316145915176837e-08,4.990428432387917998e-08,8.284615427293060119e-08,1.246655447208990208e-07,1.730672252223007723e-07
1.747822277847309280e+01,3.737728251396654280e-09,1.083230537195040012e-08,2.461663102954034303e-08,4.682554094360428943e-08,7.839585211142490962e-08,1.189005352782970103e-07,1.662675630698613650e-07
1.752816020025031563e+01,3.403504029862518493e-09,9.968439659873602351e-09,2.287578176653258584e-08,4.390930553523794976e-08,7.413971223058363837e-08,1.133365271404460259e-07,1.596479302127135432e-07
1.757809762202753490e+01,3.097234299717058933e-09,9.167649079088950629e-09,2.124455142337552714e-08,4.114894638574561624e-08,7.007210761912847386e-08,1.079702011344517048e-07,1.532078912194723043e-07
1.762803504380475772e+01,2.816768115331771352e-09,8.425839850511314960e-09,1.971710978097306158e-08,3.853797195101330705e-08,6.618740298993411367e-08,1.027980901725321152e-07,1.469467853282882782e-07
1.767797246558197699e+01,2.560102636932968200e-09,7.739141022672019002e-09,1.828785598394607384e-08,3.607003677064025305e-08,6.247996671786048571e-08,9.781659155890610775e-08,1.408637340810937411e-07
1.772790988735919981e+01,2.325374484394831177e-09,7.103895787028917277e-09,1.695141540605313976e-08,3.373894664988979201e-08,5.894418222252075661e-08,9.302197920132645764e-08,1.349576492850499137e-07
1.777784730913642264e+01,2.110851461803901723e-09,6.516652856796229970e-09,1.570263608719408593e-08,3.153866313202847189e-08,5.557445878356617038e-08,8.841041569198271145e-08,1.292272412690515690e-07
1.782778473091364191e+01,1.914924648522644749e-09,5.974157934597013714e-09,1.453658478316011124e-08,2.946330728585434551e-08,5.236524177883631970e-08,8.397796422416246630e-08,1.236710274027968448e-07
1.787772215269086473e+01,1.736100851346816604e-09,5.473345291873165214e-09,1.344854266811303938e-08,2.750716283458855568e-08,4.931102233842455394e-08,7.972060031282937901e-08,1.182873408457392714e-07
1.792765957446808756e+01,1.572995411347071766e-09,5.011329480697135890e-09,1.243400072848208596e-08,2.566467865347287759e-08,4.640634641031225226e-08,7.563422328912028618e-08,1.130743394931813430e-07
1.797759699624530683e+01,1.424325358103908053e-09,4.585397196424014090e-09,1.148865488557796409e-08,2.393047066439359632e-08,4.364582323573877090e-08,7.171466754068390781e-08,1.080300150868604197e-07
1.802753441802252965e+01,1.288902903280762773e-09,4.192999307507165827e-09,1.060840088275442757e-08,2.229932315664250481e-08,4.102413323488169033e-08,6.795771347176860208e-08,1.031522024576157579e-07
1.807747183979975247e+01,1.165629264824883351e-09,3.831743066778091470e-09,9.789328971407947747e-09,2.076618956353099615e-08,3.853603530571219310e-08,6.435909815899012131e-08,9.843858886808551432e-08
1.812740926157697174e+01,1.053488812533196291e-09,3.499384516566383038e-09,9.027718428512491611e-09,1.932619272500542245e-08,3.617637354106167319e-08,6.091452568077388986e-08,9.388672342388098890e-08
1.817734668335419457e+01,9.515435252644921288e-10,3.193821098210654871e-09,8.320031936750552299e-09,1.797462466667887360e-08,3.394008337098342555e-08,5.761967710055713966e-08,8.949402652231171873e-08
1.822728410513141384e+01,8.589277497126416497e-10,2.913084474786740652e-09,7.662909856633185232e-09,1.670694592579929970e-08,3.182219713940368184e-08,5.447022008593030933e-08,8.525779930847008337e-08
1.827722152690863666e+01,7.748432503714270350e-10,2.655333574257650971e-09,7.053164418315625679e-09,1.551878445463236675e-08,2.981784912583678056e-08,5.146181814799971377e-08,8.117523310933938906e-08
1.832715894868585949e+01,6.985545401146474311e-10,2.418847858729896592e-09,6.487773859118798345e-09,1.440593413155406072e-08,2.792228002457910618e-08,4.859013948734146662e-08,7.724341881754633387e-08
1.837709637046307876e+01,6.293844806775783329e-10,2.202020824082629886e-09,5.963876531071185179e-09,1.336435290983340707e-08,2.613084089529600726e-08,4.585086543498372948e-08,7.345935619742985779e-08
1.842703379224030158e+01,5.667101422530312325e-10,2.003353732919070735e-09,5.478765001100728571e-09,1.239016063365180374e-08,2.443899660027757227e-08,4.323969847889502293e-08,6.981996308724562173e-08
1.847697121401752440e+01,5.099589114003085909e-10,1.821449582571477404e-09,5.029880164838319087e-09,1.147963655035819734e-08,2.284232874485594086e-08,4.075236986845069982e-08,6.632208447254475583e-08
1.852690863579474367e+01,4.586048365029911838e-10,1.655007308770197358e-09,4.614805393352990313e-09,1.062921654731176306e-08,2.133653813855567359e-08,3.838464679129904845e-08,6.296250140706114717e-08
1.857684605757196650e+01,4.121652000965656382e-10,1.502816224561612497e-09,4.231260730530377323e-09,9.835490140925774050e-09,1.991744679549030635e-08,3.613233911894184984e-08,5.973793975880312917e-08
1.862678347934918577e+01,3.701973075138482169e-10,1.363750693125704131e-09,3.877097157235707921e-09,9.095197244704817098e-09,1.858099949332015351e-08,3.399130571916877542e-08,5.664507876045518223e-08
1.867672090112640859e+01,3.322954814602496011e-10,1.236765032299223009e-09,3.550290936876970705e-09,8.405224742175914810e-09,1.732326491075835314e-08,3.195746033524263123e-08,5.368055934465527542e-08
1.872665832290363142e+01,2.980882523278916036e-10,1.120888647851167397e-09,3.248938055507872633e-09,7.762602889659478596e-09,1.614043636415338476e-08,3.002677703341026155e-08,5.084099224620970304e-08
1.877659574468085069e+01,2.672357342824106077e-10,1.015221391880007539e-09,2.971248768186923239e-09,7.164501572818028557e-09,1.502883216409130996e-08,2.819529522190884482e-08,4.812296585482749559e-08
1.882653316645807351e+01,2.394271774056166337e-10,9.189291421033517027e-10,2.715542261942930678e-09,6.608226439869646987e-09,1.398489561325834927e-08,2.645912424614798164e-08,4.552305380350329255e-08
1.887647058823529633e+01,2.143786864467587154e-10,8.312395972862287486e-10,2.480241444390618766e-09,6.091214933265395495e-09,1.300519466698323029e-08,2.481444756616273787e-08,4.303782227922676107e-08
1.892640801001251560e+01,1.918310970215572879e-10,7.514382836002359239e-10,2.263867865795510206e-09,5.611032240515552993e-09,1.208642127794987962e-08,2.325752652375596725e-08,4.066383704425283632e-08
1.897634543178973843e+01,1.715480003983003643e-10,6.788647663184291161e-10,2.065036781206460979e-09,5.165367183716425061e-09,1.122539044653885544e-08,2.178470370797510574e-08,3.839767015771866452e-08
1.902628285356696125e+01,1.533139083209752025e-10,6.129090609256855773e-10,1.882452358158381230e-09,4.752028066183261747e-09,1.041903899812478954e-08,2.039240592869392293e-08,3.623590638892699401e-08
1.907622027534418052e+01,1.369325496378795834e-10,5.530082374575792755e-10,1.714903034396912044e-09,4.368938493444383075e-09,9.664424108435884920e-09,1.907714680909668371e-08,3.417514931513139284e-08
1.912615769712140334e+01,1.222252908280719862e-10,4.986432116685057823e-10,1.561257029092897660e-09,4.014133184703019924e-09,8.958721597776622833e-09,1.783552900878968449e-08,3.221202709814823830e-08
1.917609511889862262e+01,1.090296728449153150e-10,4.493357164676970220e-10,1.420458010095290070e-09,3.685753789731575491e-09,8.299224014530915394e-09,1.666424609008991988e-08,3.034319793557122573e-08
1.922603254067584544e+01,9.719805702384991182e-11,4.046454469462584974e-10,1.291520918917616246e-09,3.382044725035171196e-09,7.683338527909193394e-09,1.556008404076754555e-08,2.856535518377841454e-08
1.927596996245306826e+01,8.659637312864531012e-11,3.641673722454471345e-10,1.173527954363753010e-09,3.101349042011449007e-09,7.108584649385138563e-09,1.451992246714717575e-08,2.687523215128843753e-08
1.932590738423028753e+01,7.710296293489936894e-11,3.275292074824228161e-10,1.065624714972422936e-09,2.842104338746488676e-09,6.572591801692008801e-09,1.354073547200373833e-08,2.526960656233681661e-08
1.937584480600751036e+01,6.860751307021781292e-11,2.943890389511766710e-10,9.670164997949493267e-10,2.602838726027075514e-09,6.073096753623410333e-09,1.261959223212702552e-08,2.374530469180497416e-08
1.942578222778473318e+01,6.101007114591699956e-11,2.644330958496410168e-10,8.769647664160604873e-10,2.382166857119953073e-09,5.607940938213034301e-09,1.175365729077382482e-08,2.229920517383233249e-08
1.947571964956195245e+01,5.422013952417511045e-11,2.373736618459829872e-10,7.947837445802528377e-10,2.178786029873333395e-09,5.175067671160596189e-09,1.094019058048364975e-08,2.092824248757809646e-08
1.952565707133917527e+01,4.815584136641312137e-11,2.129471198845852116e-10,7.198372032952161466e-10,1.991472368737306273e-09,4.772519285632901526e-09,1.017654719190731520e-08,1.962941012466985442e-08
1.957559449311639810e+01,4.274315390246195518e-11,1.909121237421619107e-10,6.515353688458993686e-10,1.819077093379610331e-09,4.398434198804443781e-09,9.460176904387534862e-09,1.839976344387476812e-08
1.962553191489361737e+01,3.791520414510450826e-11,1.710478899741193056e-10,5.893319907662165166e-10,1.660522879694220256e-09,4.051043924718363729e-09,8.788623494044851395e-09,1.723642221945805596e-08
1.967546933667084019e+01,3.361162255038594637e-11,1.531526040379564876e-10,5.327215524774922454e-10,1.514800318163539057e-09,3.728670047251139572e-09,8.159523835063794431e-09,1.613657289055042634e-08
1.972540675844805946e+01,2.977795039017560715e-11,1.370419345416622841e-10,4.812366230106748233e-10,1.380964473741493642e-09,3.429721166157321775e-09,7.570606809746081024e-09,1.509747051962687394e-08
1.977534418022528229e+01,2.636509685953964480e-11,1.225476497384534842e-10,4.344453459810189173e-10,1.258131550675871861e-09,3.152689828360157517e-09,7.019692042707060815e-09,1.411644046890754167e-08
1.982528160200250511e+01,2.332884218735188078e-11,1.095163305725935628e-10,3.919490617762931545e-10,1.145475664983826222e-09,2.896149455843920602e-09,6.504688474341566438e-09,1.319087980412478926e-08
1.987521902377972438e+01,2.062938325402650696e-11,9.780817477243162356e-11,3.533800587501297659e-10,1.042225726634873171e-09,2.658751280698327028e-09,6.023592788380820524e-09,1.231825843565850336e-08
1.992515644555694720e+01,1.823091844530490986e-11,8.729588668439799600e-11,3.183994490783826451e-10,9.476624328810122559e-10,2.439221297069356765e-09,5.574487708009225023e-09,1.149612000752887820e-08
1.997509386733417003e+01,1.610126868562586941e-11,7.786364774373458875e-11,2.866951648355192937e-10,8.611153736029352630e-10,2.236357238986497397e-09,5.155540174611466874e-09,1.072208254514800734e-08
2.002503128911138930e+01,1.421153179883919818e-11,6.940616268272825629e-11,2.579800697776281819e-10,7.819602490144899184e-10,2.049025592268182082e-09,4.764999422782925391e-09,9.993838873074682063e-09
2.007496871088861212e+01,1.253576753801184810e-11,6.182777678374452195e-11,2.319901822762916694e-10,7.096161995836430894e-10,1.876158647957648722e-09,4.401194964764536285e-09,9.309156814291296586e-09
2.012490613266583495e+01,1.105071080997498709e-11,5.504165969113952217e-11,2.084830048305885345e-10,6.435432475859285290e-10,1.716751604012788587e-09,4.062534496960381136e-09,8.665879182728307526e-09
2.017484355444305422e+01,9.735510794278377204e-12,4.896905150206063464e-11,1.872359555907700563e-10,5.832398493048325513e-10,1.569859721268674811e-09,3.747501740668304064e-09,8.061923580904833469e-09
2.022478097622027704e+01,8.571493820604964484e-12,4.353856706021933568e-11,1.680448973543689292e-10,5.282405565313938156e-10,1.434595539012171373e-09,3.454654228605095845e-09,7.495282014636339735e-09
2.027471839799749631e+01,7.541948023705809551e-12,3.868555457802486490e-11,1.507227595413897825e-10,4.781137856907855845e-10,1.310126154855649164e-09,3.182621048241287294e-09,6.964020336782506858e-09
2.032465581977471913e+01,6.631927940841444568e-12,3.435150491026195986e-11,1.350982487178283185e-10,4.324596926355807432e-10,1.195670572973295876e-09,2.930100552382102128e-09,6.466277531976539891e-09
2.037459324155194196e+01,5.828077353875234568e-12,3.048350799608606900e-11,1.210146433140819285e-10,3.909081508918952192e-10,1.090497124169606020e-09,2.695858046843379555e-09,6.000264854192660075e-09
2.042453066332916123e+01,5.118468806867385735e-12,2.703375317493004044e-11,1.083286682749662440e-10,3.531168309240242400e-10,9.939209606861621922e-10,2.478723464478278499e-09,5.564264828874807496e-09
2.047446808510638405e+01,4.492458350614767539e-12,2.395907026549241287e-11,9.690944547923688557e-11,3.187693777938611802e-10,9.053016281207495515e-10,2.277589034216319299e-09,5.156630131171639472e-09
2.052440550688360688e+01,3.940554178403175120e-12,2.122050847489668557e-11,8.663751587722199355e-11,2.875736844313789312e-10,8.240407163320135523e-10,2.091406953183044534e-09,4.775782351602087700e-09
2.057434292866082615e+01,3.454297922633849400e-12,1.878295037706608701e-11,7.740392941369299175e-11,2.592602576000833756e-10,7.495795907338520411e-10,1.919187069380213672e-09,4.420210660217370682e-09
2.062428035043804897e+01,3.026157480306113878e-12,1.661475836509688632e-11,6.910939892813530101e-11,2.335806735348121293e-10,6.813972049463624064e-10,1.759994581825537331e-09,4.088470380032818064e-09
2.067421777221527179e+01,2.649430326924552155e-12,1.468745114174359066e-11,6.166351435474941717e-11,2.103061201466444447e-10,6.190079953640268615e-10,1.612947764479616716e-09,3.779181480178663308e-09
2.072415519399249106e+01,2.318156363597307397e-12,1.297540796493417118e-11,5.498401367856672989e-11,1.892260226293586047e-10,5.619598578267048339e-10,1.477215719728811269e-09,3.491026998867794432e-09
2.077409261576971389e+01,2.027039421243059441e-12,1.145559851143734446e-11,4.899610724094926656e-11,1.701467492620503326e-10,5.098322062343663551e-10,1.352016166648265140e-09,3.222751405903911349e-09
2.082403003754693316e+01,1.771376619256355237e-12,1.010733636137580131e-11,4.363185212640469903e-11,1.528903941814260240e-10,4.622341126314004663e-10,1.236613268740568322e-09,2.973158914057728707e-09
2.087396745932415598e+01,1.546994844020379436e-12,8.912054239243336657e-12,3.882957350214410315e-11,1.372936338933702047e-10,4.188025280002691984e-10,1.130315505334825357e-09,2.741111748226843643e-09
2.092390488110137881e+01,1.350193675619666550e-12,7.853099273488714077e-12,3.453332992133247967e-11,1.232066543049684647e-10,3.792005827461000391e-10,1.032473590339187602e-09,2.525528380868714059e-09
2.097384230287859808e+01,1.177694149295018133e-12,6.915546656661569853e-12,3.069241973979016993e-11,1.104921450837268745e-10,3.431159656225776081e-10,9.424784415683821236e-10,2.325381741759304786e-09
2.102377972465582090e+01,1.026592791897720029e-12,6.086030201693604829e-12,2.726092593331121223e-11,9.902435818881311863e-11,3.102593796442055276e-10,8.597592034176937662e-10,2.139697409685757606e-09
2.107371714643304372e+01,8.943204231213629821e-13,5.352588397245444334e-12,2.419729673819311115e-11,8.868822746828321405e-11,2.803630733493330666e-10,7.837813252265282341e-10,1.967551793231948308e-09
2.112365456821026299e+01,7.786052568904992560e-13,4.704524666349577096e-12,2.146395967053592754e-11,7.937854627515924190e-11,2.531794456212551440e-10,7.140446972690434549e-10,1.808070307364361733e-09
2.117359198998748582e+01,6.774398802271345476e-13,4.132280627998007275e-12,1.902696660988850288e-11,7.099920012260771279e-11,2.284797221398978809e-10,6.500818459267019605e-10,1.660425552074730950e-09
2.122352941176470864e+01,5.890517254464985898e-13,3.627321251048172992e-12,1.685566775955664271e-11,6.346245147310779254e-11,2.060527014227837504e-10,5.914561892379785013e-10,1.523835498887293799e-09
2.127346683354192791e+01,5.118766868893025524e-13,3.182030874056457959e-12,1.492241241899593640e-11,5.668827383731352826e-11,1.857035683199461526e-10,5.377603536841805780e-10,1.397561690594907430e-09
2.132340425531915074e+01,4.445355658041944696e-13,2.789619143604123480e-12,1.320227462296383746e-11,5.060373244423966234e-11,1.672527727519341005e-10,4.886145527572714664e-10,1.280907459151633981e-09
2.137334167709637001e+01,3.858130566630618035e-13,2.444035997570494879e-12,1.167280181726213688e-11,4.514240883445385593e-11,1.505349714216698217e-10,4.436650275653401404e-10,1.173216166221084212e-09
2.142327909887359283e+01,3.346390153246355059e-13,2.139894888854616575e-12,1.031378485182611599e-11,4.024386682126116952e-11,1.353980301885385330e-10,4.025825494638604620e-10,1.073869470462048667e-09
2.147321652065081565e+01,2.900717742484453844e-13,1.872403509469761541e-12,9.107047678485665516e-12,3.585315736057832127e-11,1.217020847653941675e-10,3.650609844555353718e-10,9.822856252267669923e-10
2.152315394242803492e+01,2.512832925788765363e-13,1.637301334957587348e-12,8.036255242849474771e-12,3.192035996755824690e-11,1.093186573849388609e-10,3.308159188777890575e-10,8.979178099539918028e-10
2.157309136420525775e+01,2.175459495365627233e-13,1.430803364912164330e-12,7.086738157422289107e-12,2.840015841636224433e-11,9.812982708005972087e-11,2.995833456943693461e-10,8.202524981600966899e-10
2.162302878598248057e+01,1.882208083276884889e-13,1.249549487285749487e-12,6.245332836224720573e-12,2.525144855814450854e-11,8.802745123193964790e-11,2.711184105251578324e-10,7.488078645674071051e-10
2.167296620775969984e+01,1.627471948582109937e-13,1.090558942284190462e-12,5.500235859879888075e-12,2.243697619076811003e-11,7.891243605908224066e-11,2.451942163855728324e-10,6.831322335608661313e-10
2.172290362953692267e+01,1.406334510568350361e-13,9.511894062603122620e-13,4.840871424388737121e-12,1.992300301150548369e-11,7.069405374870036295e-11,2.216006859630225300e-10,6.228025708325933023e-10
