R_um,f_t0min,f_t10min,f_t20min,f_t30min,f_t40min,f_t50min,f_t60min
3.625469336670838771e+01,1.542235037508336222e-43,1.509231014679410344e-24,2.714884240105348067e-24,2.107826815115874860e-24,1.063739792292965117e-24,7.966337544310707552e-25,1.344579364003555459e-24
3.630463078848561054e+01,1.110875057678860208e-43,1.460951964165078548e-24,2.587614279434242653e-24,2.249903123352875784e-24,1.156680976538225533e-24,7.778917728265401130e-25,1.272563204606353956e-24
3.635456821026282626e+01,7.996668833385458223e-44,1.448006365078808714e-24,2.436594964826509999e-24,2.384807706821491170e-24,1.254337333887796886e-24,7.704377686830104689e-25,1.203775259838709948e-24
3.640450563204004908e+01,5.752839412281435871e-44,1.499393032360381068e-24,2.274460689545900293e-24,2.505549521398105077e-24,1.356230520662825129e-24,7.752898387922505831e-25,1.139083600066725834e-24
3.645444305381727190e+01,4.136039104604648026e-44,1.611374513126954966e-24,2.114602861565366907e-24,2.603536781212725881e-24,1.462479121560288368e-24,7.931068491979017492e-25,1.078733196922190554e-24
3.650438047559449473e+01,2.971777335910049914e-44,1.750911779060678673e-24,1.958373284127299493e-24,2.673646469977334215e-24,1.573436266293283392e-24,8.239752231991119370e-25,1.022760426800624372e-24
3.655431789737171755e+01,2.133915123111215565e-44,1.873869698152053432e-24,1.829326462296246784e-24,2.712648088003095458e-24,1.689255576000564970e-24,8.675272429272807407e-25,9.717402057217290333e-25
3.660425531914894037e+01,1.531324606907903301e-44,1.945840249656173765e-24,1.733410883671845544e-24,2.718826093066929526e-24,1.809468304000224524e-24,9.229675405089131666e-25,9.267791144506018609e-25
3.665419274092615609e+01,1.098185564082681347e-44,1.953644783364983788e-24,1.664157334345233898e-24,2.692512323390637330e-24,1.932683740277248398e-24,9.892120463215132944e-25,8.891096731410172935e-25
3.670413016270337891e+01,1.121038771459853657e-44,1.903310514209717789e-24,1.618313708200229211e-24,2.636108417353877411e-24,2.056413979383157397e-24,1.065045604254326024e-24,8.598710171508392068e-25
3.675406758448060174e+01,5.637694676173989383e-45,1.809051726642708787e-24,1.595768809829400069e-24,2.553904120440145254e-24,2.177130951489708526e-24,1.149266756142795288e-24,8.400513938068942872e-25
3.680400500625782456e+01,4.035712226937718688e-45,1.682965439411761258e-24,1.596139233361351987e-24,2.451800455996773295e-24,2.290554464600640783e-24,1.240790830075604401e-24,8.304861822682929046e-25
3.685394242803504739e+01,2.887064825703932544e-45,1.533017710556249924e-24,1.617119994735234816e-24,2.336871769707459740e-24,2.392616651381348828e-24,1.338681290062990025e-24,8.318344912115648591e-25
3.690387984981226310e+01,2.064059086031772840e-45,1.368487350013275042e-24,1.653513854060205119e-24,2.216734043400634537e-24,2.477447087171424455e-24,1.442101065687896527e-24,8.445566795300361134e-25
3.695381727158948593e+01,1.474852949146554295e-45,1.204840841516278540e-24,1.697512438838350289e-24,2.098801554833515222e-24,2.542205791628349923e-24,1.550198768961622677e-24,8.688630009599045178e-25
3.700375469336670875e+01,1.053026531540963609e-45,1.061379075741495916e-24,1.739555184349528478e-24,1.989603179968986123e-24,2.583846452697058927e-24,1.661958062242000724e-24,9.046409938926285357e-25
3.705369211514393157e+01,7.514400931629049933e-46,9.523605072220806847e-25,1.769867529160574154e-24,1.894291592890558825e-24,2.600662829474915605e-24,1.776047860503750986e-24,9.514866125074515868e-25
3.710362953692115440e+01,5.358915805159849037e-46,8.791951778402354644e-25,1.780129713123331381e-24,1.816340250158825894e-24,2.592451052158824214e-24,1.890706010894775874e-24,1.008813953492372171e-24
3.715356695869837012e+01,3.819343755987494909e-46,8.302152027665237561e-25,1.764828750340718721e-24,1.757687500694047422e-24,2.560496524924198216e-24,2.003688863588734588e-24,1.075925629157023977e-24
3.720350438047559294e+01,2.720381469133852247e-46,7.887568320498735124e-25,1.721978564184318346e-24,1.718343272729378553e-24,2.507458255976396222e-24,2.112303930166594907e-24,1.152003027892619630e-24
3.725344180225281576e+01,1.936422464534688860e-46,7.445768566477980046e-25,1.653179728766510489e-24,1.696873542620797347e-24,2.437160537733556825e-24,2.213530314782069233e-24,1.236119391699328960e-24
3.730337922403003859e+01,1.377525546462664115e-46,7.009440958627633789e-25,1.563133204499067793e-24,1.690322652308290577e-24,2.354278740754656910e-24,2.304213526112579650e-24,1.327269055495847199e-24
3.735331664580726141e+01,9.793286413494012361e-47,6.720818396031749984e-25,1.458704424931978552e-24,1.694469667738819025e-24,2.263968043379073818e-24,2.381310344874774777e-24,1.424366137940673695e-24
3.740325406758448423e+01,6.958033179231753961e-47,6.725025116298713309e-25,1.347763007636796941e-24,1.704159981847248881e-24,2.171449096580810275e-24,2.442149466627500021e-24,1.526196014831867638e-24
3.745319148936169995e+01,4.940532717061459368e-47,7.060923789458123712e-25,1.237334587573104798e-24,1.713783002193117069e-24,2.081600625293888778e-24,2.484677092467374349e-24,1.631374190547512487e-24
3.750312891113892277e+01,3.505825606967921653e-47,7.629091698630117637e-25,1.133063012073155381e-24,1.717857533895780607e-24,1.998601198160155788e-24,2.507659297411929288e-24,1.738305010537878356e-24
3.755306633291614560e+01,2.488878498037852586e-47,8.250545143279083798e-25,1.038983901457053316e-24,1.711642412343642549e-24,1.925651992560927732e-24,2.510802834829357115e-24,1.845153001695529764e-24
3.760300375469336842e+01,1.761886496892775370e-47,8.761805066692220850e-25,9.574838278797447728e-25,1.691664223774613989e-24,1.864773161452156090e-24,2.494820755435359107e-24,1.949841453475994280e-24
3.765294117647059124e+01,1.248002261017587527e-47,9.079634739097864050e-25,8.897897451094799733e-25,1.656078260480534147e-24,1.816717970214848847e-24,2.461384544626740736e-24,2.050089284463826872e-24
3.770287859824780696e+01,8.833826682687042534e-48,9.214825481022836871e-25,8.366030306058925427e-25,1.604786515758761790e-24,1.780980564801921723e-24,2.413013552709857455e-24,2.143490241002623365e-24
3.775281602002502979e+01,6.249015895414052224e-48,9.257016057138043795e-25,7.978957052807695820e-25,1.539339845005968083e-24,1.755904442428373399e-24,2.352890789595377157e-24,2.227630767466835965e-24
3.780275344180225261e+01,4.417775357405439785e-48,9.346019029794895676e-25,7.751790694877203946e-25,1.462599610870551654e-24,1.738888076443926973e-24,2.284620278178219457e-24,2.300235703797532269e-24
3.785269086357947543e+01,3.079024946026209384e-48,9.619205023171039022e-25,7.670305962722258799e-25,1.378269014217404346e-24,1.726674704274864190e-24,2.211950634864243762e-24,2.359324891116663345e-24
3.790262828535669826e+01,2.052683297350806256e-48,1.013457525704404400e-24,7.718090366396034917e-25,1.290428209794983440e-24,1.715695924782538926e-24,2.138500283773243879e-24,2.403363306674394462e-24
3.795256570713392108e+01,1.555089679839110770e-48,1.081147679552035484e-24,7.869629234213403583e-25,1.203122079711005471e-24,1.702434595334731141e-24,2.067497467265902002e-24,2.431386700259234762e-24
3.800250312891113680e+01,1.096639977522357365e-48,1.144454797421689256e-24,8.092623220228472164e-25,1.120063301131090641e-24,1.683771659675897780e-24,2.001554982176635639e-24,2.443089538493949975e-24
3.805244055068835962e+01,7.728626106442462193e-49,1.179769287437208721e-24,8.356151436185323767e-25,1.044349649699682390e-24,1.657280058848889334e-24,1.942508704850689407e-24,2.438865400919925410e-24
3.810237797246558245e+01,6.842277657836020854e-49,1.171895727468827387e-24,8.637785170474794446e-25,9.779742464454166358e-25,1.621436092622895823e-24,1.891327652998472208e-24,2.419795163920084122e-24
3.815231539424280527e+01,3.421138828918010427e-49,1.119919711434170341e-24,8.927540018426959533e-25,9.232502215887425960e-25,1.575734470817595805e-24,1.848099742993288072e-24,2.387581590416526400e-24
3.820225281602002809e+01,2.695208494809876571e-49,1.035467390962985581e-24,9.225886854217470121e-25,8.808697758995791735e-25,1.520647229040016879e-24,1.812091244082325145e-24,2.344433572324325420e-24
3.825219023779724381e+01,1.894731451133210572e-49,9.366046092129539055e-25,9.536660210487267210e-25,8.508016377688599047e-25,1.457485388033660687e-24,1.781874171597517966e-24,2.292909574908479475e-24
3.830212765957446663e+01,1.331165614680811584e-49,8.420503689906415898e-25,9.857556073753346745e-25,8.325867078026278817e-25,1.388269341631984878e-24,1.755516978842561859e-24,2.235734979416012152e-24
3.835206508135168946e+01,9.346430574030534287e-50,7.662496580174215112e-25,1.017282028808630952e-24,8.252386716925955934e-25,1.315520318473548565e-24,1.730796108827420596e-24,2.175608202220714253e-24
3.840200250312891228e+01,6.558261399776618751e-50,7.159068791203722154e-25,1.045084087680349571e-24,8.273684303493531282e-25,1.241991215103220023e-24,1.705444748438111347e-24,2.115017851916356971e-24
3.845193992490613510e+01,4.598973491020596268e-50,6.867541020162106013e-25,1.064973572300733583e-24,8.373827274877167015e-25,1.170408965082830992e-24,1.677370684350289898e-24,2.056082749369118240e-24
3.850187734668335793e+01,3.223015058757920475e-50,6.654855986948922120e-25,1.072808390963110990e-24,8.536611295869869025e-25,1.103267064026847009e-24,1.644855988006047171e-24,2.000422062890308219e-24
3.855181476846057365e+01,2.257319368636189041e-50,6.362353650629168931e-25,1.065718225855124923e-24,8.746659429852450918e-25,1.042499663190489754e-24,1.606707930245329492e-24,1.949073001430126135e-24
3.860175219023779647e+01,1.579984863300452649e-50,5.883035991987541747e-25,1.043008863250519629e-24,8.989608498675102921e-25,9.899706803132131678e-25,1.562439108619663906e-24,1.902463195624189994e-24
3.865168961201501929e+01,1.105203087713920619e-50,5.203163501353747897e-25,1.006380812832182988e-24,9.277381442438294656e-25,9.459067157876565078e-25,1.511964061500440094e-24,1.860435530726513936e-24
3.870162703379224212e+01,0.000000000000000000e+00,4.393843821923072696e-25,9.594232477693936053e-25,9.618476870745361559e-25,9.133109597132921828e-25,1.455958287078793115e-24,1.822321256497528914e-24
3.875156445556946494e+01,0.000000000000000000e+00,3.584423237876668254e-25,9.065225916057983148e-25,9.943306961380203185e-25,8.901074402503794721e-25,1.395679346545884175e-24,1.787054511332327280e-24
3.880150187734668066e+01,0.000000000000000000e+00,2.963045367433093939e-25,8.516326222638910898e-25,1.019832313740214710e-24,8.761441160230376044e-25,1.332735552904609683e-24,1.753311045508965030e-24
3.885143929912390348e+01,2.628392639709805679e-51,2.803769833490636234e-25,7.973191302511969987e-25,1.033075413526057294e-24,8.708849691006798225e-25,1.268955143782406836e-24,1.719665491797692153e-24
3.890137672090112630e+01,1.833692838704795383e-51,3.448233468167972097e-25,7.446754128789855716e-25,1.035962371255555579e-24,8.734366446249044274e-25,1.206258386846600706e-24,1.684748808284224743e-24
3.895131414267834913e+01,1.277883354988202652e-51,5.170208611478519579e-25,6.934715968938627409e-25,1.032248436446037505e-24,8.829506673098471524e-25,1.146518299730861821e-24,1.647390889310711602e-24
3.900125156445557195e+01,0.000000000000000000e+00,7.964554639698716714e-25,6.426187747320290813e-25,1.021845790454077726e-24,8.981847594595968065e-25,1.091435163419070627e-24,1.606717198573977146e-24
3.905118898623279478e+01,0.000000000000000000e+00,1.142095463392635945e-24,5.918427983381797440e-25,1.003463656211754291e-24,9.180136489865929702e-25,1.042423255250141155e-24,1.562224399278588828e-24
3.910112640801001049e+01,0.000000000000000000e+00,1.481384343815548845e-24,5.432351770897837591e-25,9.767879949570915388e-25,9.408283054774355424e-25,1.000589087502807589e-24,1.513833602580417642e-24
3.915106382978723332e+01,3.001640055279321282e-52,1.737161034346510440e-24,5.026020907498792387e-25,9.425973020488735126e-25,9.642409286444402933e-25,9.666175221106149516e-25,1.461889564460426986e-24
3.920100125156445614e+01,2.080909000783520441e-52,1.856891547497531510e-24,4.790999565935351860e-25,9.022949752459288528e-25,9.854122079914912349e-25,9.408282770775043325e-25,1.407117300688697178e-24
3.925093867334167896e+01,1.444751504845536011e-52,1.828392205551253622e-24,4.833015126979663009e-25,8.575139458537299338e-25,1.001793087446348236e-24,9.231965684701274184e-25,1.350546928092526435e-24
3.930087609511890179e+01,1.002449499207409401e-52,1.677320072846025187e-24,5.245304415155934716e-25,8.099022483539994079e-25,1.011726101097145764e-24,9.133565735698712729e-25,1.293434184745886404e-24
3.935081351689611751e+01,6.951220994482251232e-53,1.452925100085404376e-24,6.078216672724969318e-25,7.611161631739287297e-25,1.014501556189497036e-24,9.106361436935693989e-25,1.237158623489686028e-24
3.940075093867334033e+01,4.817136286280766090e-53,1.211315860919329147e-24,7.313133757545136674e-25,7.129983462588753014e-25,1.010053087413951570e-24,9.140944611572891173e-25,1.183119795940248188e-24
3.945068836045056315e+01,3.336153433551986801e-53,1.002365326822297680e-24,8.847746671701632197e-25,6.678626158080679937e-25,9.986118100569988442e-25,9.225350803208048787e-25,1.132641822307812684e-24
3.950062578222778598e+01,2.309044717691671258e-53,8.624491369707021623e-25,1.051823827028696716e-24,6.287404903350531288e-25,9.805252034531922402e-25,9.345302234202112885e-25,1.086891542537782682e-24
3.955056320400500880e+01,1.597158128854108980e-53,8.120042034653355620e-25,1.210356121124979721e-24,5.994476632264957056e-25,9.562371637671390256e-25,9.484775296225743483e-25,1.046814493765383345e-24
3.960050062578223162e+01,0.000000000000000000e+00,8.547775970918251921e-25,1.339507890072014963e-24,5.843556686853195277e-25,9.263661267447779755e-25,9.626921915636045839e-25,1.013089340589907866e-24
3.965043804755944734e+01,0.000000000000000000e+00,9.766587121485818157e-25,1.423134003742455449e-24,5.878161570726103730e-25,8.917957958758765802e-25,9.755294163089136561e-25,9.861002695828756827e-25
3.970037546933667016e+01,0.000000000000000000e+00,1.146277034350299544e-24,1.453586772490796933e-24,6.132913063609756204e-25,8.537299921580882414e-25,9.855075154878751062e-25,9.659255947816574616e-25
3.975031289111389299e+01,3.629700610324179268e-54,1.322387319519720841e-24,1.433282023945703500e-24,6.623746124819650834e-25,8.138496484017001606e-25,9.914116446458920628e-25,9.523420994139234731e-25
3.980025031289111581e+01,2.505327143372519864e-54,1.468692797264432003e-24,1.373838262351020936e-24,7.339815209510946591e-25,7.738406603037638089e-25,9.923401225949174289e-25,9.448373096336262025e-25
3.985018773466833863e+01,1.726455924026621778e-54,1.568420765959278514e-24,1.293153762982451750e-24,8.241596623259289520e-25,7.358885788331934615e-25,9.877274832216265779e-25,9.426344917917202313e-25
3.990012515644555435e+01,0.000000000000000000e+00,1.626531844152491141e-24,1.211332552178308655e-24,9.253366065636934588e-25,7.027287323818829800e-25,9.773521791423463694e-25,9.447363809721420193e-25
3.995006257822277718e+01,0.000000000000000000e+00,1.657356219595943696e-24,1.146470578257618145e-24,1.028726223310389349e-24,6.772410517455329588e-25,9.613179051655586761e-25,9.499784365682029077e-25
4.000000000000000000e+01,0.000000000000000000e+00,1.667297771417182700e-24,1.110906909678645301e-24,1.124310236339419645e-24,6.620443307638246784e-25,9.397230007000770682e-25,9.567693329413665404e-25
